D,L,NC,W,dob,fname,height,lname,name,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight,year_counts,15_rec,16_rec,17_rec,18_rec,weight_class,age,reach_height_ratio,reach_weight_ratio,age_z,reach_z,height_z,sapm_z,slpm_z,str_acc_z,str_def_z,sub_avg_z,td_acc_z,td_avg_z,td_def_z,total_fights,win_perc,brawl_score,strike_diff,strike_ratio
0,0,0,11,1992-08-06,Trevin,72.0,Giles,Trevin Giles,74.0,1.13,5.45,Orthodox,0.66,0.76,0.0,1.0,3.69,0.66,185,"[0, 0, 2, 0]",0,0,2,0,185,25.9013698630137,1.0277777777777777,0.4,-1.6603126608759478,-0.335063299608959,-0.40295538530841574,-1.4354088088651642,1.7788229518301228,1.891580983185795,1.951110499132288,-0.8023079031671654,2.428966675109757,1.4786317492039887,0.27949410561096527,11,1.0,6.58,4.32,4.823008849557523
0,1,0,15,1992-02-21,Brett,67.0,Johns,Brett Johns,71.0,3.74,2.92,Orthodox,0.47,0.56,0.7,0.6,4.95,0.7,135,"[0, 1, 2, 1]",0,1,2,1,135,26.35890410958904,1.0597014925373134,0.5259259259259259,-1.0625639483606797,1.1587017535731767,0.0701131594334722,0.23517021086906606,-0.1982693712422575,0.6119558164727259,-0.03822829535691362,0.0018335765027355287,0.8662150287905875,2.1947695893860897,0.4656210902889305,16,0.9375,6.66,-0.8200000000000003,0.7807486631016042
0,3,0,9,1983-01-31,Konstantin,71.0,Erokhin,Konstantin Erokhin,73.0,1.83,1.07,Orthodox,0.36,0.47,0.0,0.0,0.0,0.7,230,"[2, 0, 0, 0]",2,0,0,0,265,35.42191780821918,1.028169014084507,0.3173913043478261,0.22836383618002393,-1.4527741069123004,-1.726081884998451,-0.9319592171168426,-1.5620201253583312,-0.8172605627717565,-0.23575027799582265,-0.6657188751489238,-1.2121473436117978,-0.8908771368507532,0.3262393206241083,12,0.75,2.9000000000000004,-0.76,0.5846994535519126
0,2,0,16,1988-05-31,Elias,73.0,Theodorou,Elias Theodorou,75.0,1.99,3.93,Orthodox,0.42,0.55,0.0,0.3,1.58,0.58,185,"[2, 1, 3, 1]",2,1,3,1,185,30.087671232876712,1.0273972602739727,0.40540540540540543,-0.7247788247334703,0.05185503446329265,0.15323655497643532,-0.7645112134173154,0.6217841024147471,-0.29358526065162743,0.09127473849576578,-0.8023079031671654,-0.31748319982891704,-0.08196172313370371,-0.05001473468827785,18,0.8888888888888888,5.92,1.9400000000000002,1.9748743718592965
0,10,0,28,1984-10-26,Rafael,68.0,Dos Anjos,Rafael Dos Anjos,70.0,3.18,3.71,Southpaw,0.44,0.64,0.7,0.4,2.11,0.64,170,"[2, 2, 3, 1]",2,2,3,1,170,33.68493150684932,1.0294117647058822,0.4117647058823529,0.2948039810450816,-1.579684654839994,-1.924873085649723,-0.07878716695031308,0.5499060824641455,0.17952319227087213,1.087168625917037,0.28843172980544884,0.17565895060696116,0.5225505192033677,0.18945967174898456,38,0.7368421052631579,6.890000000000001,0.5299999999999998,1.1666666666666665
1,5,0,10,1992-12-02,Marlon,68.0,Vera,Marlon Vera,70.0,4.03,3.07,Switch,0.42,0.52,1.2,0.3,0.46,0.74,135,"[1, 2, 3, 1]",1,2,3,1,135,25.578082191780823,1.0294117647058822,0.5185185185185185,-1.2344210773582547,0.762564401924227,0.635692645530173,0.4121025157446131,-0.10061430779457868,0.1582385750928254,-0.4010223140382247,0.3716048378877284,-0.2864098079065643,-0.7387713120766719,0.6103613649837558,16,0.65625,7.1,-0.9600000000000004,0.7617866004962778
0,1,0,13,1992-08-31,Ricky,66.0,Simon,Ricky Simon,69.0,3.23,2.73,Orthodox,0.4,0.71,0.5,0.61,8.0,0.69,135,"[0, 0, 0, 2]",0,0,0,2,135,25.832876712328765,1.0454545454545454,0.5111111111111111,-1.1783413826327307,0.36642705027527733,-0.49546632666322865,-0.07598660115344781,-0.3219657849426507,-0.0232483214591345,1.3222492746980008,-0.1460749280512616,0.9046358566804926,4.187486682807341,0.42943602161522415,14,0.9285714285714286,5.96,-0.5,0.8452012383900929
0,4,0,12,1985-11-23,Jason,71.0,Saggo,Jason Saggo,71.0,2.94,2.5,Orthodox,0.39,0.52,0.0,0.4,2.33,0.23,155,"[0, 3, 1, 0]",0,3,1,0,155,32.608219178082194,1.0,0.45806451612903226,0.20395394393827146,-0.2443556715471552,0.6834966206539899,-0.28995868812955655,-0.4642079345490287,-0.271735292576875,-0.30189428235159976,-0.8849781246706946,0.18075284292715643,0.5518749004403019,-1.1618214394089792,16,0.75,5.4399999999999995,-0.43999999999999995,0.8503401360544218
1,14,1,14,1986-08-11,Artem,69.0,Lobov,Artem Lobov,65.0,4.55,3.38,Southpaw,0.42,0.49,0.0,0.25,0.45,0.54,145,"[1, 3, 2, 0]",1,3,2,0,145,31.893150684931506,0.9420289855072463,0.4482758620689655,0.23574567782062877,-2.5298068759572794,0.04830932099022796,0.765195368007898,0.03212641113041673,-0.022032353545845065,-0.6896779180767596,-0.47744186994331295,-0.4741261808579868,-0.8167245283945752,-0.18453225147332167,30,0.5,7.93,-1.17,0.7428571428571429
0,4,0,8,1990-03-26,Bobby,72.0,Nash,Bobby Nash,74.0,3.95,3.42,Orthodox,0.37,0.51,1.6,0.33,2.37,1.0,170,"[0, 0, 3, 0]",0,0,3,0,170,28.268493150684932,1.0277777777777777,0.43529411764705883,-1.071132434422323,0.288263623145981,0.3162291497853107,0.5169102622023364,0.28392776958089455,-0.6811321118512413,-0.4950499993015049,1.5402937050261403,-0.1118975237725831,0.7240031800224231,1.6075073169314278,12,0.6666666666666666,7.37,-0.5300000000000002,0.8658227848101265
0,4,0,22,1981-09-26,David,73.0,Branch,David Branch,78.0,1.69,1.66,Orthodox,0.4,0.56,0.0,0.33,2.17,0.42,185,"[0, 0, 2, 1]",0,0,2,1,185,36.76986301369863,1.0684931506849316,0.42162162162162165,0.7685242029834823,1.2126100366800476,0.15323655497643532,-0.9985452583409836,-1.1061620740147944,-0.4756824476380789,0.1798383461451241,-0.8023079031671654,-0.19977820518868802,0.35441275491332863,-0.7090324152867634,26,0.8461538461538461,3.3499999999999996,-0.030000000000000027,0.9822485207100592
0,1,1,22,1987-07-19,Jon,76.0,Jones,Jon Jones,84.0,2.12,4.41,Orthodox,0.55,0.65,0.6,0.5,2.13,0.95,205,"[1, 1, 1, 0]",1,1,1,0,205,30.956164383561642,1.105263157894737,0.4097560975609756,-0.4601828654047427,3.1758295160587284,1.448259665011927,-0.9244824132698904,0.45003101595745265,0.8405488677289322,1.1161249229849588,0.026800187526612142,0.7303779395505198,0.3846832110590626,1.2768162410821533,24,0.9565217391304348,6.53,2.29,2.080188679245283
0,5,1,15,1987-09-07,Yancy,70.0,Medeiros,Yancy Medeiros,75.0,5.22,4.39,Orthodox,0.36,0.48,0.6,0.33,0.15,0.83,170,"[2, 2, 2, 2]",2,2,2,2,170,30.81917808219178,1.0714285714285714,0.4411764705882353,-0.42789176532765816,0.7552506926424747,-0.8043219679322061,1.4994242037917709,1.1735793678455613,-0.804082869582972,-0.860177374351938,0.14933595478092762,-0.1118975237725831,-0.9960926162018178,0.937873706706385,21,0.75,9.61,-0.8300000000000001,0.8409961685823755
0,3,0,6,1988-07-21,Antonio,70.0,Dos Santos,Antonio Dos Santos,72.0,3.94,5.4,Orthodox,0.51,0.43,0.0,0.0,0.0,1.0,185,"[1, 0, 0, 0]",1,0,0,0,185,29.947945205479453,1.0285714285714285,0.3891891891891892,-0.7560041032958171,-1.1088999677534623,-1.5153392658781177,0.7567100785865276,1.7407624633625118,0.5258520807874061,-0.9714885532965333,-0.8023079031671654,-1.494533146231206,-1.2505577829884686,1.6799066768827473,9,0.6666666666666666,9.34,1.4600000000000004,1.3705583756345179
0,7,0,9,1988-09-05,Raquel,67.0,Pennington,Raquel Pennington,67.0,3.37,3.63,Orthodox,0.49,0.63,1.1,0.35,1.29,0.64,135,"[2, 3, 0, 1]",2,3,0,1,135,29.82191780821918,1.0,0.4962962962962963,-0.30036250606967974,-0.425847653022622,0.0701131594334722,0.009428994303712903,0.2639645957434225,0.7934427130246863,0.5966612373353797,0.29765058561072993,-0.09430566845703903,-0.1964909227194131,0.24851067824669293,16,0.5625,7.0,0.2599999999999998,1.0771513353115727
0,4,0,18,1981-09-02,Shamil,75.0,Abdurakhimov,Shamil Abdurakhimov,76.0,2.53,2.53,Orthodox,0.45,0.58,0.3,0.22,1.36,0.77,235,"[1, 3, 1, 0]",1,3,1,0,265,36.83561643835616,1.0133333333333334,0.32340425531914896,0.5023811290045914,-0.37581415120897343,0.12629867451207857,-0.4747866132646649,-0.4590945059582529,-0.059923941420081686,0.6556804606758793,-0.27224921162806753,-0.4720136417933241,0.06575800854610776,0.5511983745470008,22,0.8181818181818182,5.06,0.0,1.0
1,6,0,15,1988-12-18,Bojan,72.0,Velickovic,Bojan Velickovic,76.0,2.31,2.18,Southpaw,0.34,0.57,0.5,0.25,0.67,0.55,170,"[0, 3, 3, 0]",0,3,3,0,170,29.53698630136986,1.0555555555555556,0.4470588235294118,-0.7512393841636448,1.2222377621389686,0.3162291497853107,-0.7518478985903198,-0.8533588096440402,-1.0499843850464325,0.23520475079935985,0.010240179756406413,-0.44053349449206225,-0.5931872945637072,-0.16505223954662615,22,0.7045454545454546,4.49,-0.1299999999999999,0.9437229437229437
0,10,1,33,1986-05-06,Sam,74.0,Alvey,Sam Alvey,75.0,3.21,3.1,Southpaw,0.45,0.55,0.1,0.25,0.1,0.84,205,"[3, 4, 4, 2]",3,4,4,2,205,32.15890410958904,1.0135135135135136,0.36585365853658536,-0.19637791671514085,-0.2934190313749894,0.18567431602717152,-0.1553429310433297,-0.3479141054894002,-0.16397350495239307,0.20718486594331514,-0.4071076105233003,-0.28486531248209174,-0.8945668601187987,0.9046188333154148,44,0.7674418604651163,6.3100000000000005,-0.10999999999999988,0.9657320872274143
0,4,0,18,1986-10-08,Will,70.0,Brooks,Will Brooks,72.0,2.54,4.26,Orthodox,0.59,0.56,0.3,0.51,2.08,0.82,155,"[0, 2, 2, 0]",0,2,2,0,155,31.734246575342464,1.0285714285714285,0.4645161290322581,-0.03885648121589189,0.22427164374875816,0.05325947693407655,-0.5724597435036101,0.6631861884587823,1.917456078605831,0.07596902072305045,-0.3931962393290782,0.6257046769246777,0.3740513070131653,0.9746841151449774,22,0.8181818181818182,6.8,1.7199999999999998,1.6771653543307086
0,5,0,15,1987-07-14,Alex,69.0,Garcia,Alex Garcia,72.0,2.98,1.81,Orthodox,0.3,0.61,0.1,0.54,4.12,0.66,170,"[1, 2, 2, 1]",1,2,2,1,170,30.96986301369863,1.0434782608695652,0.4235294117647059,-0.3898915109772744,-0.6457105158470067,-1.3645975267909645,-0.23351377192502737,-1.1927104502192225,-1.541787415973355,0.7220412508666039,-0.5461429203416787,0.7507718993660496,2.07993455091991,0.2682400964813426,20,0.75,4.79,-1.17,0.6073825503355705
0,1,0,11,1991-07-07,Cody,68.0,Garbrandt,Cody Garbrandt,65.0,2.99,3.45,Orthodox,0.37,0.69,0.0,0.38,1.06,1.0,135,"[2, 4, 1, 1]",2,4,1,1,135,26.986301369863014,0.9558823529411765,0.48148148148148145,-0.9244752376924527,-1.2181223563205215,0.635692645530173,-0.22241333622286588,0.14677851960620805,-0.2954786662870751,1.1408522653573454,-0.5158461894362545,0.020956815212676262,-0.34676139205937634,1.5511731505001196,12,0.9166666666666666,6.44,0.45999999999999996,1.1538461538461537
0,6,0,18,1979-09-01,Tim,71.0,Kennedy,Tim Kennedy,74.0,1.84,2.78,Orthodox,0.47,0.62,0.7,0.35,2.58,0.7,185,"[0, 1, 0, 0]",0,1,0,0,185,38.84109589041096,1.0422535211267605,0.4,1.2313930381429805,-0.335063299608959,-0.9591473255932668,-0.8815282358791495,-0.25360713234030713,0.16165770681450206,0.7112199920412728,0.09848296683721348,-0.12130820876186892,0.6576560362680463,0.44424852576058643,24,0.75,4.62,0.9399999999999997,1.5108695652173911
1,5,0,21,1988-04-26,Marlon,66.0,Moraes,Marlon Moraes,67.0,2.81,3.25,Orthodox,0.33,0.64,0.5,0.25,0.47,0.6,135,"[0, 0, 3, 1]",0,0,3,1,135,30.183561643835617,1.0151515151515151,0.4962962962962963,-0.22076552000764516,-0.425847653022622,-0.49546632666322865,-0.33223338752492965,0.01657176834263609,-0.6584524593909954,0.6873597420057075,-0.1460749280512616,-0.47851394735608954,-0.7322378134097169,0.10377040355186759,27,0.7962962962962963,6.0600000000000005,0.43999999999999995,1.1565836298932384
0,1,0,9,1993-02-11,Petr,67.0,Yan,Petr Yan,67.0,3.17,7.21,Switch,0.62,0.63,0.0,0.0,0.0,1.0,135,"[0, 0, 0, 1]",0,0,0,1,135,25.383561643835616,1.0,0.4962962962962963,-1.2772346077401069,-0.425847653022622,0.0701131594334722,-0.1125932849208024,2.5946654433613587,1.9731075406124279,0.5966612373353797,-0.5158461894362545,-1.439034644603716,-1.0393122507565984,1.5511731505001196,10,0.9,10.379999999999999,4.04,2.274447949526814
1,1,0,6,1987-05-22,Amanda,64.0,Lemos,Amanda Lemos,65.0,12.81,8.63,Southpaw,0.64,0.47,0.0,1.0,1.9,0.0,135,"[0, 0, 1, 0]",0,0,1,0,135,31.115068493150684,1.015625,0.48148148148148145,-0.015742980150889273,-1.2181223563205215,-1.6266252988566303,5.76888057370083,3.5191333773327194,2.154594437164388,-0.8545148373898634,-0.5158461894362545,2.40304814438679,0.20205249596483726,-2.06733371687051,8,0.8125,21.44,-4.18,0.6736924277907885
0,3,1,3,1986-06-24,Jessamyn,71.0,Duke,Jessamyn Duke,73.0,4.43,4.83,,0.53,0.57,1.9,0.36,1.27,0.5,135,"[1, 0, 0, 0]",1,0,0,0,135,32.02465753424657,1.028169014084507,0.5407407407407407,0.184455499944531,1.9509764568710761,2.3324311038202756,0.6561470741936432,1.0452051033248537,1.1564165061286071,0.05247020931341314,0.8892846038267185,-0.05588484056713393,-0.20955792005332297,-0.2580802831851953,7,0.5,9.26,0.40000000000000036,1.090293453724605
1,4,0,7,1991-05-25,Albert,69.0,Morales,Albert Morales,72.0,3.96,3.81,Orthodox,0.35,0.56,0.2,0.35,0.91,0.7,135,"[0, 2, 3, 1]",0,2,3,1,135,27.104109589041094,1.0434782608695652,0.5333333333333333,-0.898545916475275,1.5548391052221264,1.201272131626874,0.36939471801603263,0.3811506718806373,-0.4769655628390355,-0.03822829535691362,-0.3679376848822573,-0.09430566845703903,-0.44476387206370027,0.4656210902889305,12,0.625,7.77,-0.1499999999999999,0.9621212121212122
0,10,0,15,1972-10-05,Anthony,75.0,Perosh,Anthony Perosh,75.0,3.77,2.27,Orthodox,0.43,0.53,1.1,0.22,2.03,0.33,205,"[2, 0, 0, 0]",2,0,0,0,205,45.75068493150685,1.0,0.36585365853658536,2.7847982802076756,-0.2934190313749894,0.8169669905195492,0.23981129835747225,-0.8534823885435131,-0.36487797948865824,0.02539685453498621,0.46070798557652465,-0.40669450272600516,0.3216659661734536,-0.8210236936030999,25,0.6,6.04,-1.5,0.6021220159151194
3,8,0,16,1988-09-09,Dong,71.0,Hyun Kim,Dong Hyun Kim,70.0,4.53,3.77,Orthodox,0.45,0.53,0.0,0.6,1.67,0.33,155,"[1, 2, 1, 1]",1,2,1,1,155,29.81095890410959,0.9859154929577465,0.45161290322580644,-0.5731916487965238,-0.7129829868430685,0.6834966206539899,0.8329830069823067,0.34930941557592593,0.38502211877793696,-0.20742845658293724,-0.8849781246706946,0.989756177468104,0.08242061379266138,-0.7997018538913594,27,0.6481481481481481,8.3,-0.7600000000000002,0.8322295805739514
0,5,0,26,1980-11-07,Ivan,69.0,Jorge,Ivan Jorge,73.0,2.91,3.41,Orthodox,0.49,0.59,0.6,0.16,1.56,0.75,155,"[2, 0, 0, 0]",2,0,0,0,155,37.654794520547945,1.0579710144927537,0.47096774193548385,1.6060128879318967,0.6928989590446715,-0.5769776667858368,-0.3111462672826104,0.11870607223341918,0.822860393014478,0.3593664980290371,0.09858564601253816,-0.7900511585219809,0.0041782326847214215,0.7212004052826437,31,0.8387096774193549,6.32,0.5,1.1718213058419245
0,8,1,23,1989-10-17,Charles,70.0,Oliveira,Charles Oliveira,74.0,3.05,3.02,Orthodox,0.5,0.51,2.8,0.41,2.83,0.6,155,"[3, 2, 2, 1]",3,2,2,1,155,28.706849315068492,1.0571428571428572,0.4774193548387097,-0.8799396153705913,1.1615262743405848,0.05325947693407655,-0.2122708979016919,-0.13111421638762993,0.9323199615736134,-0.39636010812026234,3.7049861385177247,0.22120300965420361,0.9075220872945747,0.178021027006214,32,0.7419354838709677,6.07,-0.029999999999999805,0.9901639344262295
0,1,0,6,1992-09-15,Marcelo,75.0,Golm,Marcelo Golm,75.0,4.61,5.49,Orthodox,0.66,0.48,0.9,1.0,0.88,1.0,249,"[0, 0, 1, 1]",0,0,1,1,265,25.791780821917808,1.0,0.30120481927710846,-1.6382462108710536,-0.7348008031100824,0.12629867451207857,0.8836691238960923,1.7769738730994404,1.7071948417338259,-0.15471111993475875,0.5146901154136451,2.1520967555630826,-0.2718779251233726,1.290349551722218,7,0.8571428571428571,10.100000000000001,0.8799999999999999,1.1908893709327548
0,7,0,18,1982-05-21,Ricardo,68.0,Lamas,Ricardo Lamas,71.0,2.49,2.73,Orthodox,0.44,0.58,1.1,0.3,1.55,0.47,145,"[2, 2, 2, 1]",2,2,2,1,145,36.12054794520548,1.0441176470588236,0.4896551724137931,1.3752845533751104,0.3128736419028426,-0.47343134570421913,-0.541333146761074,-0.39500882776262686,0.16832718109026476,0.15461293377539648,0.2880114923949539,-0.2649528657735809,-0.05805008963254901,-0.4669338346997028,25,0.72,5.220000000000001,0.23999999999999977,1.0963855421686746
0,3,0,9,1981-02-21,Chris,67.0,Kelades,Chris Kelades,68.0,2.64,2.4,Orthodox,0.43,0.48,0.3,0.18,1.04,0.53,125,"[2, 1, 0, 0]",2,1,0,0,125,37.364383561643834,1.0149253731343284,0.544,1.792581857355663,0.6768066866049081,0.8994272139374965,-0.3404286947918124,-0.4413548799798445,0.3952006503170922,-0.7239254954100026,-0.3920091773766565,-0.6855041812911554,-0.3488072979922946,0.05530081322869042,12,0.75,5.04,-0.2400000000000002,0.9090909090909091
0,4,0,18,1989-07-22,Rory,72.0,MacDonald,Rory MacDonald,76.0,2.8,3.75,Orthodox,0.42,0.62,0.4,0.47,1.77,0.88,170,"[1, 1, 0, 0]",1,1,0,0,170,28.945205479452056,1.0555555555555556,0.4470588235294118,-0.90047674670333,1.2222377621389686,0.3162291497853107,-0.37276771640227024,0.5865927463101112,-0.06637832319258909,0.843750375883415,-0.1288555952681148,0.4632154249865052,0.2591124242861418,1.13482476853728,22,0.8181818181818182,6.55,0.9500000000000002,1.3392857142857144
0,6,0,8,1983-04-29,Valerie,67.0,Letourneau,Valerie Letourneau,68.0,5.4,4.51,Orthodox,0.37,0.58,0.3,0.45,0.77,0.66,115,"[3, 2, 0, 0]",3,2,0,0,115,35.18082191780822,1.0149253731343284,0.591304347826087,1.0584232406956715,1.6275490550677898,1.5617661118264643,0.9179931859758161,0.47641168064458117,-0.5523075712324856,0.37586041359246714,-0.27192030970942616,0.26517286160811915,-0.43518437113947805,0.6788462115496255,14,0.5714285714285714,9.91,-0.8900000000000006,0.8351851851851851
0,13,0,16,1979-08-30,Neil,64.0,Seery,Neil Seery,64.0,3.79,3.56,Orthodox,0.41,0.58,1.6,0.27,0.78,0.53,125,"[3, 1, 1, 0]",3,1,1,0,125,38.846575342465755,1.0,0.512,2.176518492346811,-1.0581062283541502,-0.9793762996208284,0.46237108502919466,0.47322771433794936,0.20758013956049287,0.06185968436528945,0.5547007332049131,-0.33656522980359943,-0.4860613692035597,0.05530081322869042,29,0.5517241379310345,7.35,-0.22999999999999998,0.9393139841688655
0,3,0,5,1988-11-28,Patrick,71.0,Walsh,Patrick Walsh,71.0,2.83,2.03,,0.19,0.64,1.5,0.54,3.0,1.0,185,"[1, 0, 0, 0]",1,0,0,0,185,29.59178082191781,1.0,0.3837837837837838,-0.8355979506116039,-1.4958183018257138,-0.9591473255932668,-0.10921588763104455,-0.8245144593544728,-2.387702910995823,0.8883472073399895,1.127958246842218,0.6241567572929143,0.9682954952167812,1.6799066768827473,8,0.625,4.859999999999999,-0.8000000000000003,0.7173144876325087
0,1,0,7,1986-05-13,Arjan,73.0,Bhullar,Arjan Bhullar,75.0,2.05,1.5,Orthodox,0.48,0.68,0.0,0.75,2.05,0.0,245,"[0, 0, 1, 1]",0,0,1,1,265,32.13972602739726,1.0273972602739727,0.30612244897959184,-0.40782359948631786,-0.7348008031100824,-0.7998916052431861,-0.7882763987633011,-1.2371858675898149,0.19252159903047628,1.4660720412865182,-0.6657188751489238,1.3110357307693625,0.5511096631959855,-1.923351218604814,8,0.875,3.55,-0.5499999999999998,0.7317073170731708
1,3,0,16,1988-07-28,Gunnar,71.0,Nelson,Gunnar Nelson,72.0,3.7,2.01,Switch,0.56,0.51,1.1,0.62,1.64,0.7,170,"[2, 1, 2, 0]",2,1,2,0,170,29.92876712328767,1.0140845070422535,0.4235294117647059,-0.6524387228526486,-0.6457105158470067,-0.24404640907344774,0.32350200598394374,-1.0092771309893946,1.6549322850516386,-0.4950499993015049,0.8448148299035341,1.0794078700855285,0.15838609387661406,0.4258009459460582,20,0.825,5.71,-1.6900000000000004,0.5432432432432431
0,7,0,18,1986-08-18,Miesha,66.0,Tate,Miesha Tate,65.0,2.71,1.93,Orthodox,0.41,0.5,1.6,0.31,2.06,0.52,135,"[2, 3, 0, 0]",2,3,0,0,135,31.873972602739727,0.9848484848484849,0.48148148148148145,0.1512900890853508,-1.2181223563205215,-0.49546632666322865,-0.3932445271371873,-0.8427927899969382,0.06749512681684519,-0.5824193233788802,0.6674218469957228,-0.2479889800166592,0.30658847463611616,-0.18571014583778264,25,0.72,4.64,-0.78,0.7121771217712177
